District,District_ID,District_Ward,geometry,Area,Region,Population,Constituency,centroid,ward_immigrant,ward_localists,Winning_Perspective
Durdham Mews,34,Ward 3,"POLYGON ((2619.85 1464.88, 2618.79 1467.24, 2618.79 1468.98, 2614.26 1466.68, 2613.85 1468.72, 2613.82 1471.73, 2613.58 1472.7, 2613.45 1473.81, 2614.39 1475.65, 2614.82 1476.39, 2615.46 1477.79, 2615.88 1479.58, 2617.28 1481.01, 2618.23 1482.4, 2619.34 1483.27, 2618.73 1483.97, 2617.41 1484.71, 2616.13 1484.79, 2615.07 1487.17, 2617.31 1488.41, 2620.6 1488.9, 2621.91 1489.93, 2623.6 1489.21, 2624.77 1489.6, 2625.8 1490.56, 2627.98 1491.67, 2630.29 1492.8, 2632.79 1492.89, 2635 1492.23, 2634.8 1490.12, 2637.72 1491.01, 2640.17 1492.57, 2642.48 1492.91, 2644 1493.29, 2645.44 1493.4, 2646.26 1494.77, 2647.2 1494.39, 2648.91 1493.89, 2650.09 1490.86, 2649.21 1489.75, 2649.49 1488.23, 2649.78 1485.98, 2650.42 1484.25, 2648.47 1484.51, 2647.22 1484.65, 2645.09 1484.31, 2644 1483.72, 2643.03 1483.72, 2641.45 1483.36, 2640.07 1482.35, 2640.54 1481.24, 2641.64 1477.9, 2641.76 1476.42, 2640.7 1476.62, 2639.43 1476.54, 2638.48 1476.97, 2637.93 1476.14, 2636.9 1475.71, 2635.51 1475.43, 2634.13 1475.2, 2632.94 1474.07, 2631.88 1472.98, 2631.55 1472.16, 2630.48 1471, 2628.7 1469.04, 2625.32 1467.26, 2624.25 1466.46, 2622.47 1465.22, 2621.31 1463.53, 2619.85 1464.88))",9.387484,Capital,19127,Durdham Mews,"(2629.6830472267916, 1481.084731602049)",,,Vote_MR
Durdham Mews,35,Ward 24,"POLYGON ((2716.1 1268, 2719.9 1278.67, 2725.33 1295.99, 2720.71 1297.14, 2718.93 1300.82, 2718.84 1304.23, 2719.63 1308.11, 2720.96 1308.26, 2722.19 1308.76, 2724.06 1308.95, 2724.65 1307.08, 2726.23 1307.28, 2729.18 1307, 2731.25 1305.97, 2736.07 1309.99, 2740.87 1314.26, 2754 1312, 2754 1304.49, 2754 1286.25, 2754 1277.12, 2754 1268, 2724.85 1268, 2716.1 1268))",22.171728,Capital,23496,Durdham Mews,"(2737.6757345001242, 1289.0635251898984)",,,Vote_L
Durdham Mews,36,Ward 35,"POLYGON ((2798 1340.81, 2796.66 1342.54, 2794.03 1345.1, 2792.16 1347.09, 2791.94 1349.4, 2791.46 1350.82, 2791.17 1352.27, 2790.12 1353.96, 2789.48 1355.4, 2786.1 1362.16, 2785.4 1365.01, 2788.66 1366.3, 2790.82 1365.25, 2793.16 1363.67, 2793.17 1360.62, 2798 1358.4, 2798 1356, 2798 1350.5, 2798 1345, 2798 1340.81))",2.402508,Capital,26649,Durdham Mews,"(2793.0132938337533, 1355.2343469540497)",,,Vote_L
Durdham Mews,37,Ward 2,"POLYGON ((2585 1444, 2585 1490.5, 2603.63 1490.5, 2601.97 1487.32, 2603.33 1486.26, 2604.44 1485.57, 2606.4 1485.1, 2608.49 1484.47, 2610.24 1484.54, 2612.13 1484.38, 2614.85 1484.54, 2616.13 1484.79, 2617.41 1484.71, 2618.73 1483.97, 2619.34 1483.27, 2618.23 1482.4, 2617.28 1481.01, 2615.88 1479.58, 2615.46 1477.79, 2614.82 1476.39, 2614.39 1475.65, 2613.45 1473.81, 2613.58 1472.7, 2613.82 1471.73, 2613.85 1468.72, 2614.26 1466.68, 2618.79 1468.98, 2618.79 1467.24, 2619.85 1464.88, 2621.31 1463.53, 2620.95 1461.3, 2620.6 1459.79, 2623.04 1458.92, 2624.52 1458.75, 2624.93 1456.79, 2625.29 1455.38, 2625.58 1453.9, 2626.06 1453.07, 2628.1 1451.58, 2630.19 1451.45, 2629.96 1450.65, 2630.27 1449.07, 2630.63 1448.13, 2630.75 1447.43, 2631.12 1446.79, 2631.64 1445.82, 2632.28 1445.03, 2631.56 1444, 2613.18 1444, 2585 1444))",24.595458,Capital,23769,Durdham Mews,"(2602.9649380975857, 1464.267583510005)",,,Vote: Left_MR
Durdham Mews,38,Ward 7,"POLYGON ((2708.84 1477.33, 2708.76 1478.08, 2708 1479.1, 2706.9 1480.63, 2705.96 1482.35, 2704.53 1483.55, 2703.82 1483.23, 2703.64 1483.86, 2705.14 1485.66, 2705.95 1486.72, 2703.92 1488.99, 2702.29 1491.74, 2701.38 1491.09, 2700.22 1490.66, 2697.63 1490.57, 2696.8 1490.96, 2694.43 1490.61, 2692.44 1490.01, 2691.34 1490.28, 2690.94 1488.62, 2689.5 1490.27, 2687.53 1491.81, 2686.46 1493.09, 2683.96 1493.2, 2682.55 1494.18, 2681.06 1495.04, 2679.39 1496.19, 2678.15 1496.92, 2676.65 1497.77, 2675.28 1497.94, 2674.74 1498.51, 2675.5 1499.56, 2676.36 1500.22, 2676.2 1501.38, 2676 1502.34, 2677.97 1502.44, 2679.99 1502.09, 2681.05 1501.94, 2681.74 1501.76, 2682.71 1501.73, 2684.72 1502.21, 2686.82 1502.95, 2690.03 1506.16, 2691.26 1506.9, 2693.11 1507.08, 2694.59 1506.82, 2696.41 1506.86, 2698.31 1505.95, 2700.46 1505.77, 2702.24 1505.95, 2703.12 1505.99, 2704.04 1506, 2705.47 1505.7, 2706.91 1505.69, 2709.52 1505.69, 2710.8 1506.15, 2713.24 1506.38, 2712.84 1508.11, 2712.07 1509.25, 2712 1510, 2711.56 1512.85, 2712.3 1514.41, 2713.37 1515.4, 2713.53 1516.71, 2712.38 1518.77, 2712.3 1520.17, 2714 1521.89, 2713.94 1524.46, 2713.79 1528.9, 2716.19 1533.16, 2720.25 1532.63, 2722.02 1531.09, 2726.4 1530.11, 2728.26 1527.91, 2729.03 1525.4, 2729.36 1523.94, 2732.89 1520.88, 2733.68 1517.83, 2734.33 1514.43, 2732.28 1511.76, 2732 1510, 2735.26 1505.23, 2738.18 1503.05, 2739.24 1500.03, 2740.86 1498.78, 2741.24 1496.53, 2739.74 1493.65, 2737.03 1494.67, 2736.16 1492.55, 2735.15 1491.35, 2733.06 1492.16, 2732.76 1490.61, 2732 1488.9, 2732 1488.88, 2732 1482.51, 2730.97 1482.3, 2730.29 1481.77, 2729.94 1480.74, 2730.54 1479.96, 2731.45 1479.76, 2732 1479.78, 2732 1477, 2718.07 1477, 2709.24 1477, 2708.84 1477.33))",26.376354,Capital,26466,Durdham Mews,"(2715.167537283423, 1500.753897167911)",,,Vote: Left_MR
Durdham Mews,39,Ward 42,"POLYGON ((2782.1 1312, 2782 1315.37, 2780.89 1318.14, 2780.29 1320.2, 2778.96 1321.45, 2780.33 1324.84, 2782.63 1328.26, 2783.5 1330.35, 2783.81 1331.3, 2787 1334, 2790.57 1336.4, 2790.12 1337.91, 2789.18 1340.69, 2793.89 1343, 2796.66 1342.54, 2798 1340.81, 2798 1338.59, 2798 1334, 2798 1328.5, 2798 1323, 2798 1312, 2792.61 1312, 2787.22 1312, 2782.1 1312))",6.630632,Capital,27602,Durdham Mews,"(2790.4564625689554, 1325.1284120514365)",,,Vote_L
Durdham Mews,40,Ward 8,"POLYGON ((2755.89 1454.3, 2752.37 1454.15, 2749.75 1458.15, 2748.04 1457.24, 2746.74 1457.15, 2746.99 1458.68, 2746.99 1460.26, 2746.68 1461.6, 2745.44 1465.16, 2742.06 1467.46, 2739.22 1469.95, 2737.08 1471.73, 2734.77 1473.86, 2733.28 1475.7, 2732 1477, 2732 1479.78, 2731.45 1479.76, 2730.54 1479.96, 2729.94 1480.74, 2730.29 1481.77, 2730.97 1482.3, 2732 1482.51, 2732 1488.88, 2732 1488.9, 2732.76 1490.61, 2733.06 1492.16, 2735.15 1491.35, 2736.16 1492.55, 2737.03 1494.67, 2739.74 1493.65, 2741.24 1496.53, 2740.86 1498.78, 2739.24 1500.03, 2738.18 1503.05, 2735.26 1505.23, 2732 1510, 2732.28 1511.76, 2734.33 1514.43, 2733.68 1517.83, 2732.89 1520.88, 2729.36 1523.94, 2729.03 1525.4, 2728.26 1527.91, 2726.4 1530.11, 2722.02 1531.09, 2720.25 1532.63, 2716.19 1533.16, 2716.19 1537, 2774.78 1537, 2798 1537, 2798 1525.07, 2798 1518.13, 2798 1492.22, 2798 1477.63, 2798 1469.19, 2798 1467.31, 2798 1460.56, 2798 1444, 2773.4 1444, 2754.13 1444, 2756.43 1447.74, 2757.7 1450.81, 2758.15 1452.49, 2755.89 1454.3))",88.010587,Capital,22561,Durdham Mews,"(2766.829921027746, 1494.226891484411)",,,Head to Head
Durdham Mews,41,Ward 1,"POLYGON ((2637.72 1491.01, 2634.8 1490.12, 2635 1492.23, 2632.79 1492.89, 2630.29 1492.8, 2627.98 1491.67, 2625.8 1490.56, 2624.77 1489.6, 2623.6 1489.21, 2621.91 1489.93, 2620.6 1488.9, 2617.31 1488.41, 2615.07 1487.17, 2616.13 1484.79, 2614.85 1484.54, 2612.13 1484.38, 2610.24 1484.54, 2608.49 1484.47, 2606.4 1485.1, 2604.44 1485.57, 2603.33 1486.26, 2601.97 1487.32, 2603.63 1490.5, 2585 1490.5, 2585 1537, 2628.87 1537, 2661.78 1537, 2688 1537, 2716.19 1537, 2716.19 1533.16, 2713.79 1528.9, 2713.94 1524.46, 2714 1521.89, 2712.3 1520.17, 2712.38 1518.77, 2713.53 1516.71, 2713.37 1515.4, 2712.3 1514.41, 2711.56 1512.85, 2712 1510, 2712.07 1509.25, 2712.84 1508.11, 2713.24 1506.38, 2710.8 1506.15, 2709.52 1505.69, 2706.91 1505.69, 2705.47 1505.7, 2704.04 1506, 2703.12 1505.99, 2702.24 1505.95, 2700.46 1505.77, 2698.31 1505.95, 2696.41 1506.86, 2694.59 1506.82, 2693.11 1507.08, 2691.26 1506.9, 2690.03 1506.16, 2686.82 1502.95, 2684.72 1502.21, 2682.71 1501.73, 2681.74 1501.76, 2681.05 1501.94, 2679.99 1502.09, 2677.97 1502.44, 2676 1502.34, 2674.45 1501.94, 2672.96 1501.94, 2671.35 1502.66, 2670.28 1502.18, 2668.55 1501.53, 2667.12 1500.69, 2665.63 1499.62, 2663 1498.79, 2661.1 1498.01, 2655.88 1494.42, 2654.15 1495.77, 2652.33 1495.33, 2648.91 1493.89, 2647.2 1494.39, 2646.26 1494.77, 2645.44 1493.4, 2644 1493.29, 2642.48 1492.91, 2640.17 1492.57, 2637.72 1491.01))",82.095387,Capital,24400,Durdham Mews,"(2643.3375641533507, 1515.9797399528934)",,,Vote: Left_MR
Durdham Mews,42,Ward 19,"POLYGON ((2668.28 1223, 2585 1223, 2585 1251.8, 2604.64 1251.61, 2604.63 1261.79, 2609.76 1260.99, 2615.24 1259.88, 2620.02 1261.59, 2623.22 1261.88, 2625.06 1264.34, 2629.66 1273.48, 2636.94 1268.91, 2642.87 1264.85, 2646.09 1261.59, 2654.22 1253.67, 2657.66 1255.55, 2662.27 1258.25, 2667.67 1262.7, 2670.05 1267.3, 2675.46 1266.35, 2678.79 1264.6, 2681.81 1266.83, 2688 1268, 2697.36 1268, 2716.1 1268, 2724.85 1268, 2754 1268, 2754 1250.61, 2754 1234.03, 2754 1223, 2712.28 1223, 2668.28 1223))",107.492977,Capital,28110,Durdham Mews,"(2674.3965564947935, 1243.8336596625838)",,,Vote_L
East Almouth,1,Ward 26,"POLYGON ((2837.19 1132.65, 2835.63 1132.47, 2834.3 1132.89, 2832.84 1132.01, 2831.26 1132.32, 2829.97 1133.23, 2828.31 1134.7, 2827.03 1136.01, 2825.69 1136.97, 2825.66 1137.57, 2825.9 1139.49, 2826.1 1141, 2826.33 1142.37, 2828.25 1146.74, 2828.73 1147.35, 2828.74 1147.36, 2829.08 1148.59, 2829.79 1149.6, 2830.73 1150.37, 2831.99 1150.66, 2832.74 1151.36, 2834.18 1152.25, 2835.23 1150.7, 2835.9 1150.7, 2837.01 1151.25, 2837.64 1152.33, 2838.81 1152.75, 2840.02 1152.76, 2841.55 1153.51, 2842 1153.75, 2842.7 1154.13, 2844.22 1154.6, 2845.66 1154.61, 2847.07 1154.8, 2848.2 1155.28, 2850.2 1155.43, 2850.21 1155.43, 2851.77 1156.23, 2852.95 1156.95, 2853.19 1157.09, 2853.34 1157.2, 2854.26 1157.26, 2855.53 1156.3, 2856.23 1155.34, 2857.42 1155.32, 2857.56 1155.14, 2859.31 1154.81, 2861.55 1154.61, 2863.69 1153.96, 2863.58 1151.18, 2862.72 1151.18, 2862.65 1148.56, 2864.1 1148.42, 2865.38 1148.41, 2867.07 1148.69, 2868.29 1148.82, 2869.71 1148.56, 2870.79 1147.94, 2870.26 1146.77, 2868.49 1145.17, 2867.91 1143.5, 2866.44 1142.58, 2866.16 1140.66, 2864.94 1140.51, 2864.56 1139.25, 2863.79 1137.99, 2862.79 1138.7, 2861.47 1138.81, 2860.27 1138.43, 2859.2 1139.36, 2858 1137.96, 2859.02 1136.13, 2858.9 1136, 2858.46 1135.49, 2857.83 1134.6, 2858.48 1133.41, 2858.89 1132.56, 2860.06 1131.16, 2861.32 1129.26, 2861.44 1128.87, 2862.5 1127.78, 2861.92 1126.41, 2860.26 1125.98, 2859.25 1125.25, 2857.94 1124.76, 2856.69 1124.2, 2855.36 1123.77, 2854.15 1123.78, 2853.21 1124.63, 2852.41 1124.37, 2850.84 1124.53, 2849.52 1125.02, 2848.94 1125.78, 2846.84 1126.77, 2845.05 1127.62, 2843.3 1127.05, 2842 1128.04, 2841.96 1128.08, 2841.1 1128.34, 2840.01 1129.5, 2840.35 1130.83, 2838.44 1131.52, 2837.19 1132.65))",14.265529,Lowland,26278,East Almouth,"(2847.4865004131157, 1141.2880765666346)",,,Head to Head
East Almouth,2,Ward 30,"POLYGON ((2817.07 1143.09, 2816.29 1143.28, 2815.39 1143.84, 2813.94 1144.42, 2811.86 1145.56, 2809.45 1146.68, 2809.99 1148.33, 2810.42 1149.47, 2810.88 1150.77, 2811.34 1151.93, 2811.95 1153.27, 2812.53 1154.4, 2813.35 1156.16, 2814.54 1157.11, 2815.76 1157.76, 2816.59 1157.85, 2815.79 1159.43, 2815.03 1160.47, 2814.11 1161.85, 2812.99 1163.6, 2811.67 1164.79, 2810.84 1166.91, 2810.53 1168.26, 2810.13 1169.78, 2807.67 1171.74, 2807.75 1171.77, 2809.55 1172.6, 2811.21 1173.5, 2813.03 1171.99, 2814.1 1172.58, 2815.25 1172.73, 2816.24 1173.74, 2817.29 1174.5, 2818.2 1175.28, 2819.15 1174.79, 2819.74 1174.87, 2820.7 1175.64, 2822.07 1175.81, 2822.78 1176.29, 2822.79 1176.35, 2824.08 1177.42, 2825.52 1177.98, 2826.83 1177.53, 2828.31 1177.45, 2829.12 1178.43, 2829.22 1179, 2829.36 1179.81, 2831.78 1179.24, 2831.92 1177.88, 2831.57 1177.15, 2831.58 1175.83, 2831.36 1174.62, 2831.11 1172.94, 2831 1171.44, 2831.73 1169.9, 2832.23 1168.68, 2832.72 1166.64, 2832.9 1165.08, 2832.81 1164.6, 2832.71 1164.56, 2832.76 1164.32, 2832.28 1162.94, 2833.54 1162.11, 2834.9 1162.71, 2836.21 1162.97, 2837.42 1163.29, 2838.64 1163.67, 2839.8 1164.08, 2841.5 1164.78, 2842.8 1165.13, 2844.87 1164.85, 2846.52 1164.61, 2847.79 1164.06, 2848.82 1163.26, 2849.52 1162.84, 2851.32 1162.94, 2852.99 1162.79, 2854.55 1162.89, 2854.94 1162.67, 2855.43 1161.67, 2854.96 1160.64, 2854.55 1159.32, 2854.38 1158.14, 2854.26 1157.26, 2853.34 1157.2, 2853.19 1157.09, 2852.95 1156.95, 2851.77 1156.23, 2850.21 1155.43, 2850.2 1155.43, 2848.2 1155.28, 2847.07 1154.8, 2845.66 1154.61, 2844.22 1154.6, 2842.7 1154.13, 2842 1153.75, 2841.55 1153.51, 2840.02 1152.76, 2838.81 1152.75, 2837.64 1152.33, 2837.01 1151.25, 2835.9 1150.7, 2835.23 1150.7, 2834.18 1152.25, 2832.74 1151.36, 2831.99 1150.66, 2830.73 1150.37, 2829.79 1149.6, 2829.08 1148.59, 2828.74 1147.36, 2828.73 1147.35, 2828.25 1146.74, 2826.33 1142.37, 2826.1 1141, 2825.9 1139.49, 2825.66 1137.57, 2824.31 1138.15, 2822.8 1138.6, 2820.66 1139.28, 2819.46 1139.34, 2819.01 1140.47, 2818.15 1140.58, 2817.48 1142.06, 2817.14 1142.46, 2817.07 1143.09))",13.76,Lowland,23855,East Almouth,"(2827.0233701962484, 1159.1569884601984)",,Medium Density Localists,Vote: MR_R
East Almouth,3,Ward 34,"POLYGON ((2848.34 1170.31, 2849.59 1170.32, 2849.93 1171.73, 2849.61 1173.04, 2850.37 1174.17, 2851.28 1175.02, 2852.25 1175.82, 2853.48 1176.5, 2854.5 1177.3, 2855.47 1178.09, 2855.51 1178.04, 2856.69 1178.44, 2857.22 1179, 2857.27 1179, 2857.3 1179.1, 2857.9 1180.09, 2858.27 1180.49, 2858.3 1180.49, 2858.46 1181.06, 2858.16 1182.72, 2860.04 1182.97, 2861.73 1183.6, 2863.36 1183.35, 2863.38 1183.29, 2863.08 1182.18, 2863.59 1180.86, 2863.23 1179.59, 2863.3 1179, 2863.37 1178.32, 2862.98 1177.01, 2863.48 1176.68, 2863.48 1176.64, 2864.18 1174.49, 2864.18 1172.54, 2866.52 1171.72, 2869.85 1171.1, 2871.73 1170.34, 2870.67 1168.55, 2869.89 1166.48, 2869.51 1163.04, 2868.05 1163.41, 2866.74 1163.41, 2866.35 1163.65, 2865.14 1163.7, 2864.02 1164.66, 2863.19 1165.76, 2862.1 1167.32, 2861.36 1168.02, 2860.23 1169.5, 2858.89 1167.48, 2857.42 1165.67, 2856.75 1164.6, 2854.94 1162.67, 2854.55 1162.89, 2852.99 1162.79, 2851.32 1162.94, 2849.52 1162.84, 2848.82 1163.26, 2847.79 1164.06, 2846.52 1164.61, 2846.51 1165.84, 2846.57 1168.03, 2846.95 1169.59, 2847.04 1169.59, 2848.34 1170.31))",4.216501,Lowland,26611,East Almouth,"(2858.3984208488405, 1171.0543920434043)",,,Head to Head
East Almouth,4,Ward 31,"POLYGON ((2863.69 1153.96, 2861.55 1154.61, 2859.31 1154.81, 2857.56 1155.14, 2857.42 1155.32, 2856.23 1155.34, 2855.53 1156.3, 2854.26 1157.26, 2854.38 1158.14, 2854.55 1159.32, 2854.96 1160.64, 2855.43 1161.67, 2854.94 1162.67, 2856.75 1164.6, 2857.42 1165.67, 2858.89 1167.48, 2860.23 1169.5, 2861.36 1168.02, 2862.1 1167.32, 2863.19 1165.76, 2864.02 1164.66, 2865.14 1163.7, 2866.35 1163.65, 2866.74 1163.41, 2868.05 1163.41, 2869.51 1163.04, 2869.16 1162.01, 2868.7 1160.84, 2869.51 1159.39, 2870.35 1158.08, 2872.25 1158.31, 2872.81 1159.37, 2874.34 1159.49, 2875.54 1159.17, 2876.59 1158.65, 2878.41 1157.72, 2879.11 1157.2, 2877.82 1155.75, 2877.66 1153.55, 2877.22 1151.93, 2876.1 1149.92, 2874.19 1150.32, 2872.39 1149.48, 2871.44 1148.72, 2870.79 1147.94, 2869.71 1148.56, 2868.29 1148.82, 2867.07 1148.69, 2865.38 1148.41, 2864.1 1148.42, 2862.65 1148.56, 2862.72 1151.18, 2863.58 1151.18, 2863.69 1153.96))",4.151376,Lowland,24388,East Almouth,"(2865.828617540086, 1157.300236874471)",,,Head to Head
East Almouth,5,Ward 42,"POLYGON ((2841.5 1164.78, 2839.8 1164.08, 2838.64 1163.67, 2837.42 1163.29, 2836.21 1162.97, 2834.9 1162.71, 2833.54 1162.11, 2832.28 1162.94, 2832.76 1164.32, 2832.71 1164.56, 2832.81 1164.6, 2832.9 1165.08, 2832.72 1166.64, 2832.23 1168.68, 2831.73 1169.9, 2831 1171.44, 2831.11 1172.94, 2831.36 1174.62, 2831.58 1175.83, 2831.57 1177.15, 2831.92 1177.88, 2831.78 1179.24, 2829.36 1179.81, 2829.22 1179, 2829.12 1178.43, 2828.31 1177.45, 2826.83 1177.53, 2825.52 1177.98, 2824.08 1177.42, 2822.79 1176.35, 2822.78 1176.29, 2822.07 1175.81, 2820.7 1175.64, 2819.74 1174.87, 2819.15 1174.79, 2818.2 1175.28, 2817.29 1174.5, 2816.24 1173.74, 2815.25 1172.73, 2814.1 1172.58, 2813.03 1171.99, 2811.21 1173.5, 2812.43 1174.16, 2813.22 1175.22, 2812.82 1176.43, 2811.6 1176.63, 2810.91 1177.78, 2810.75 1179, 2810.66 1179.65, 2810.77 1180.86, 2811.48 1182, 2812.4 1182.7, 2812.33 1182.88, 2813.12 1184.01, 2813.55 1185.24, 2814.77 1185.47, 2814.51 1186.73, 2813.75 1187.77, 2812.52 1187.62, 2811.23 1187.79, 2812.55 1188.04, 2813.18 1189.4, 2813.73 1190.72, 2815.09 1191.99, 2815.27 1192.09, 2816.23 1192.46, 2817.85 1192.55, 2819.28 1192.79, 2820.51 1193.05, 2821.33 1193.99, 2822.37 1195.12, 2822.3 1195.19, 2823.47 1195.92, 2824.68 1195.83, 2826.28 1195.25, 2827.91 1194.07, 2829.14 1193.44, 2830.85 1193.67, 2832.09 1194.46, 2832.4 1194.63, 2833.07 1195.47, 2833.87 1195.76, 2837.65 1194.99, 2840.96 1194.86, 2843.08 1195.08, 2843.4 1193.82, 2843.95 1192.61, 2844.48 1191.5, 2845.29 1189.79, 2846.19 1187.69, 2846.61 1186.26, 2846.59 1184.76, 2846.87 1183.18, 2847.39 1182.91, 2846.8 1181.58, 2846.7 1180.3, 2846.6 1179.09, 2847.06 1178.64, 2847.43 1178.01, 2847.88 1177.54, 2848.78 1177.04, 2850.03 1176.38, 2851.28 1175.02, 2850.37 1174.17, 2849.61 1173.04, 2849.93 1171.73, 2849.59 1170.32, 2848.34 1170.31, 2847.04 1169.59, 2846.95 1169.59, 2846.57 1168.03, 2846.51 1165.84, 2846.52 1164.61, 2844.87 1164.85, 2842.8 1165.13, 2842 1164.91, 2841.5 1164.78))",12.669399,Lowland,24932,East Almouth,"(2832.005686096201, 1181.209272079042)",,Medium Density Localists,Vote: Left_R
East Almouth,6,Ward 25,"POLYGON ((2860.45 1113.18, 2859.32 1112.62, 2860.34 1113.4, 2861.13 1115.07, 2860.42 1116.98, 2859.47 1116.34, 2858.42 1115.56, 2857.16 1115.68, 2857.39 1117.52, 2858.35 1118.36, 2858.78 1119.78, 2860.02 1120.09, 2860.99 1120.87, 2861.78 1121.81, 2861.52 1123.05, 2861.2 1124.08, 2861.44 1125.3, 2861.92 1126.41, 2862.5 1127.78, 2861.44 1128.87, 2861.32 1129.26, 2860.06 1131.16, 2858.89 1132.56, 2858.48 1133.41, 2857.83 1134.6, 2858.46 1135.49, 2858.9 1136, 2859.02 1136.13, 2858 1137.96, 2859.2 1139.36, 2860.27 1138.43, 2861.47 1138.81, 2862.79 1138.7, 2863.79 1137.99, 2864.56 1139.25, 2864.94 1140.51, 2866.16 1140.66, 2866.44 1142.58, 2867.91 1143.5, 2868.49 1145.17, 2870.26 1146.77, 2870.79 1147.94, 2871.44 1148.72, 2872.39 1149.48, 2874.19 1150.32, 2876.1 1149.92, 2876.16 1149.53, 2877.72 1148.69, 2879.31 1148.13, 2880.09 1147.9, 2880.58 1146.24, 2880.97 1144.91, 2882.23 1143.28, 2883.16 1144.27, 2883.9 1145.61, 2884.89 1146.32, 2884.93 1146.35, 2885.65 1146.79, 2885.75 1145.51, 2886.8 1144.9, 2886.36 1143.71, 2887.08 1142.5, 2887.2 1141.28, 2887.38 1140.49, 2888.01 1139.61, 2888.53 1138.13, 2888.5 1136.69, 2887.6 1136.38, 2886.96 1136, 2886.3 1135.61, 2886.01 1133.97, 2886.56 1132.38, 2883.19 1132.04, 2881.33 1130.9, 2880.2 1128.58, 2877.92 1129.79, 2877.74 1129.75, 2877.2 1129.23, 2876 1128.87, 2875.29 1128.49, 2873.51 1128.2, 2872.05 1127.44, 2870.18 1127.21, 2869.33 1127.13, 2867.89 1126.48, 2868.06 1124.94, 2868.94 1123.61, 2869.84 1122.74, 2869.06 1121.52, 2868.07 1121.4, 2867.78 1120.59, 2867.1 1119.31, 2866.7 1118.43, 2866.29 1117.49, 2865.98 1116.67, 2865.3 1116.29, 2865.62 1114.72, 2864.9 1115.35, 2863.47 1115.44, 2862.98 1114.31, 2861.47 1113.95, 2860.45 1113.18))",8.411292,Lowland,25714,East Almouth,"(2871.9955841383935, 1134.5863975632353)",,,Head to Head
East Almouth,7,Ward 39,"POLYGON ((2855.47 1178.09, 2854.5 1177.3, 2853.48 1176.5, 2852.25 1175.82, 2851.28 1175.02, 2850.03 1176.38, 2848.78 1177.04, 2847.88 1177.54, 2847.43 1178.01, 2847.06 1178.64, 2846.6 1179.09, 2846.7 1180.3, 2846.8 1181.58, 2847.39 1182.91, 2846.87 1183.18, 2846.59 1184.76, 2846.61 1186.26, 2846.19 1187.69, 2845.29 1189.79, 2844.48 1191.5, 2843.95 1192.61, 2843.4 1193.82, 2843.08 1195.08, 2842.46 1195.66, 2843.07 1196.78, 2843.52 1197.88, 2844.54 1197.23, 2845.85 1196.66, 2847 1196.8, 2847.55 1198.01, 2848.97 1198.86, 2850.21 1198.02, 2850.96 1195.96, 2851.97 1195.92, 2854.55 1196.22, 2855.9 1196.22, 2857.84 1195.92, 2859.05 1195.28, 2860.14 1195.35, 2861.16 1196.6, 2862.16 1197.5, 2863.14 1197.66, 2863.19 1197.69, 2863.24 1197.37, 2864.24 1195.95, 2865.92 1194.44, 2867.35 1193.05, 2870.21 1193.38, 2871.51 1191.65, 2870.46 1189.8, 2869 1188.58, 2867.99 1187.5, 2866.15 1186.74, 2863.5 1185.86, 2863.36 1183.35, 2861.73 1183.6, 2860.04 1182.97, 2858.16 1182.72, 2858.46 1181.06, 2858.3 1180.49, 2858.27 1180.49, 2857.9 1180.09, 2857.3 1179.1, 2857.27 1179, 2857.22 1179, 2856.69 1178.44, 2855.51 1178.04, 2855.47 1178.09))",5.715642,Lowland,25554,East Almouth,"(2855.3232361001196, 1188.4623896723056)",,,Head to Head
East Almouth,8,Ward 35,"POLYGON ((2878.88 1170.35, 2878.73 1171.9, 2877.58 1172.37, 2876.28 1171.98, 2875.08 1172.11, 2872.22 1171.04, 2871.73 1170.34, 2869.85 1171.1, 2866.52 1171.72, 2864.18 1172.54, 2864.18 1174.49, 2863.48 1176.64, 2863.48 1176.68, 2862.98 1177.01, 2863.37 1178.32, 2863.3 1179, 2863.23 1179.59, 2863.59 1180.86, 2863.08 1182.18, 2863.38 1183.29, 2863.36 1183.35, 2863.5 1185.86, 2866.15 1186.74, 2867.99 1187.5, 2869 1188.58, 2870.46 1189.8, 2871.51 1191.65, 2872.48 1191.32, 2874.1 1190.2, 2875.06 1188.01, 2876.45 1186.78, 2876.88 1185.48, 2877.38 1183.04, 2878.85 1182.81, 2880.08 1182.53, 2882.36 1183.25, 2883.71 1183.39, 2885.33 1184.15, 2887.42 1183.96, 2889.48 1183.26, 2889.5 1182.83, 2888.19 1181.61, 2888.3 1180.36, 2888.03 1179, 2887.97 1178.67, 2886.76 1176.79, 2886.84 1175.42, 2887.49 1174.21, 2888.07 1172.51, 2887.45 1171.72, 2886.32 1171.54, 2885.1 1170.58, 2883.04 1169.38, 2882.4 1170.02, 2881.68 1172, 2880.51 1170.16, 2878.88 1170.35))",5.632548,Lowland,24109,East Almouth,"(2874.998459484663, 1179.072976324257)",,,Head to Head
